0.024056	0.024234	0.372000
0.023578	0.023754	0.374000
0.023111	0.023284	0.376000
0.022652	0.022823	0.378000
0.022203	0.022371	0.380000
0.021762	0.021928	0.382000
0.021330	0.021494	0.384000
0.020907	0.021068	0.386000
0.020492	0.020651	0.388000
0.020086	0.020242	0.390000
0.019687	0.019841	0.392000
0.019297	0.019448	0.394000
0.018914	0.019063	0.396000
0.018539	0.018686	0.398000
0.018171	0.018316	0.400000
0.017810	0.017953	0.402000
0.017457	0.017598	0.404000
0.017111	0.017249	0.406000
0.016771	0.016908	0.408000
0.016438	0.016573	0.410000
0.016112	0.016245	0.412000
0.015793	0.015923	0.414000
0.015479	0.015608	0.416000
0.015172	0.015299	0.418000
0.014871	0.014996	0.420000
0.014576	0.014699	0.422000
0.014287	0.014408	0.424000
0.014003	0.014122	0.426000
0.013726	0.013843	0.428000
0.013453	0.013569	0.430000
0.013186	0.013300	0.432000
0.012925	0.013037	0.434000
0.012668	0.012779	0.436000
0.012417	0.012526	0.438000
0.012171	0.012278	0.440000
0.011929	0.012034	0.442000
0.011692	0.011796	0.444000
0.011461	0.011563	0.446000
0.011233	0.011334	0.448000
0.011010	0.011109	0.450000
0.010792	0.010889	0.452000
0.010578	0.010674	0.454000
0.010368	0.010462	0.456000
0.010162	0.010255	0.458000
0.009961	0.010052	0.460000
0.009763	0.009853	0.462000
0.009569	0.009658	0.464000
0.009379	0.009467	0.466000
0.009193	0.009279	0.468000
0.009011	0.009096	0.470000
0.008832	0.008915	0.472000
0.008657	0.008739	0.474000
0.008485	0.008566	0.476000
0.008317	0.008396	0.478000
0.008152	0.008230	0.480000
0.007990	0.008067	0.482000
0.007832	0.007907	0.484000
0.007676	0.007751	0.486000
0.007524	0.007597	0.488000
0.007375	0.007447	0.490000
0.007228	0.007299	0.492000
0.007085	0.007155	0.494000
0.006944	0.007013	0.496000
0.006807	0.006874	0.498000
0.006672	0.006738	0.500000
0.006539	0.006605	0.502000
0.006410	0.006474	0.504000
0.006282	0.006346	0.506000
0.006158	0.006220	0.508000
0.006036	0.006097	0.510000
0.005916	0.005976	0.512000
0.005799	0.005858	0.514000
0.005683	0.005742	0.516000
0.005571	0.005628	0.518000
0.005460	0.005517	0.520000
0.005352	0.005408	0.522000
0.005246	0.005301	0.524000
0.005142	0.005196	0.526000
0.005040	0.005093	0.528000
0.004940	0.004992	0.530000
0.004842	0.004893	0.532000
0.004746	0.004796	0.534000
0.004652	0.004701	0.536000
0.004559	0.004608	0.538000
0.004469	0.004517	0.540000
0.004380	0.004428	0.542000
0.004293	0.004340	0.544000
0.004208	0.004254	0.546000
0.004125	0.004170	0.548000
0.004043	0.004087	0.550000
0.003963	0.004006	0.552000
0.003884	0.003927	0.554000
0.003807	0.003849	0.556000
0.003732	0.003773	0.558000
0.003658	0.003698	0.560000
0.003585	0.003625	0.562000
0.003514	0.003553	0.564000
0.003444	0.003483	0.566000
0.003376	0.003414	0.568000
0.003309	0.003347	0.570000
0.003243	0.003280	0.572000
0.003179	0.003215	0.574000
0.003116	0.003152	0.576000
0.003054	0.003089	0.578000
0.002994	0.003028	0.580000
0.002934	0.002968	0.582000
0.002876	0.002910	0.584000
0.002819	0.002852	0.586000
0.002763	0.002796	0.588000
0.002708	0.002740	0.590000
0.002655	0.002686	0.592000
0.002602	0.002633	0.594000
0.002550	0.002581	0.596000
0.002500	0.002530	0.598000
0.002450	0.002480	0.600000
0.002402	0.002431	0.602000
0.002354	0.002382	0.604000
0.002307	0.002335	0.606000
0.002262	0.002289	0.608000
0.002217	0.002244	0.610000
0.002173	0.002199	0.612000
0.002130	0.002156	0.614000
0.002088	0.002113	0.616000
0.002046	0.002071	0.618000
0.002006	0.002030	0.620000
0.001966	0.001990	0.622000
0.001927	0.001951	0.624000
0.001889	0.001912	0.626000
0.001851	0.001875	0.628000
0.001815	0.001837	0.630000
0.001779	0.001801	0.632000
0.001743	0.001765	0.634000
0.001709	0.001731	0.636000
0.001675	0.001696	0.638000
0.001642	0.001663	0.640000
0.001609	0.001630	0.642000
0.001577	0.001598	0.644000
0.001546	0.001566	0.646000
0.001516	0.001535	0.648000
0.001486	0.001505	0.650000
0.001456	0.001475	0.652000
0.001427	0.001446	0.654000
0.001399	0.001417	0.656000
0.001371	0.001389	0.658000
0.001344	0.001362	0.660000
0.001318	0.001335	0.662000
0.001292	0.001309	0.664000
0.001266	0.001283	0.666000
0.001241	0.001257	0.668000
0.001216	0.001233	0.670000
0.001192	0.001208	0.672000
0.001169	0.001184	0.674000
0.001146	0.001161	0.676000
0.001123	0.001138	0.678000
0.001101	0.001116	0.680000
0.001079	0.001094	0.682000
0.001058	0.001072	0.684000
0.001037	0.001051	0.686000
0.001016	0.001030	0.688000
0.000996	0.001010	0.690000
0.000976	0.000990	0.692000
0.000957	0.000970	0.694000
0.000938	0.000951	0.696000
0.000920	0.000933	0.698000
0.000902	0.000914	0.700000
0.000884	0.000896	0.702000
0.000866	0.000878	0.704000
0.000849	0.000861	0.706000
0.000833	0.000844	0.708000
0.000816	0.000828	0.710000
0.000800	0.000811	0.712000
0.000784	0.000795	0.714000
0.000769	0.000780	0.716000
0.000754	0.000764	0.718000
0.000739	0.000749	0.720000
0.000724	0.000735	0.722000
0.000710	0.000720	0.724000
0.000696	0.000706	0.726000
0.000682	0.000692	0.728000
0.000669	0.000679	0.730000
0.000656	0.000665	0.732000
0.000643	0.000652	0.734000
0.000630	0.000639	0.736000
0.000618	0.000627	0.738000
0.000606	0.000615	0.740000
0.000594	0.000603	0.742000
0.000582	0.000591	0.744000
0.000571	0.000579	0.746000
0.000560	0.000568	0.748000
0.000549	0.000557	0.750000
0.000538	0.000546	0.752000
0.000528	0.000535	0.754000
0.000517	0.000525	0.756000
0.000507	0.000515	0.758000
0.000497	0.000505	0.760000
0.000488	0.000495	0.762000
0.000478	0.000485	0.764000
0.000469	0.000476	0.766000
0.000460	0.000466	0.768000
0.000451	0.000457	0.770000
0.000442	0.000449	0.772000
0.000433	0.000440	0.774000
0.000425	0.000431	0.776000
0.000417	0.000423	0.778000
0.000409	0.000415	0.780000
0.000401	0.000407	0.782000
0.000393	0.000399	0.784000
0.000385	0.000391	0.786000
0.000378	0.000384	0.788000
0.000371	0.000376	0.790000
0.000364	0.000369	0.792000
0.000357	0.000362	0.794000
0.000350	0.000355	0.796000
0.000343	0.000348	0.798000
0.000337	0.000342	0.800000
0.000330	0.000335	0.802000
0.000324	0.000329	0.804000
0.000318	0.000322	0.806000
0.000312	0.000316	0.808000
0.000306	0.000310	0.810000
0.000300	0.000304	0.812000
0.000294	0.000299	0.814000
0.000289	0.000293	0.816000
0.000283	0.000288	0.818000
0.000278	0.000282	0.820000
0.000273	0.000277	0.822000
0.000268	0.000272	0.824000
0.000263	0.000267	0.826000
0.000258	0.000262	0.828000
0.000253	0.000257	0.830000
0.000248	0.000252	0.832000
0.000244	0.000247	0.834000
0.000239	0.000243	0.836000
0.000235	0.000238	0.838000
0.000231	0.000234	0.840000
0.000226	0.000230	0.842000
0.000222	0.000226	0.844000
0.000218	0.000222	0.846000
0.000214	0.000218	0.848000
0.000211	0.000214	0.850000
0.000207	0.000210	0.852000
0.000203	0.000206	0.854000
0.000200	0.000202	0.856000
0.000196	0.000199	0.858000
0.000193	0.000195	0.860000
0.000189	0.000192	0.862000
0.000186	0.000189	0.864000
0.000183	0.000185	0.866000
0.000180	0.000182	0.868000
0.000177	0.000179	0.870000
0.000174	0.000176	0.872000
0.000171	0.000173	0.874000
0.000168	0.000170	0.876000
0.000165	0.000167	0.878000
0.000162	0.000164	0.880000
0.000160	0.000162	0.882000
0.000157	0.000159	0.884000
0.000155	0.000156	0.886000
0.000152	0.000154	0.888000
0.000150	0.000152	0.890000
0.000147	0.000149	0.892000
0.000145	0.000147	0.894000
0.000143	0.000144	0.896000
0.000141	0.000142	0.898000
0.000139	0.000140	0.900000
0.000137	0.000138	0.902000
0.000135	0.000136	0.904000
0.000133	0.000134	0.906000
0.000131	0.000132	0.908000
0.000129	0.000130	0.910000
0.000127	0.000128	0.912000
0.000125	0.000126	0.914000
0.000124	0.000125	0.916000
0.000122	0.000123	0.918000
0.000120	0.000121	0.920000
0.000119	0.000120	0.922000
0.000117	0.000118	0.924000
0.000116	0.000117	0.926000
0.000115	0.000115	0.928000
0.000113	0.000114	0.930000
0.000112	0.000113	0.932000
0.000111	0.000111	0.934000
0.000109	0.000110	0.936000
0.000108	0.000109	0.938000
0.000107	0.000108	0.940000
0.000106	0.000107	0.942000
0.000105	0.000105	0.944000
0.000104	0.000104	0.946000
0.000103	0.000103	0.948000
0.000102	0.000102	0.950000
0.000101	0.000101	0.952000
0.000100	0.000101	0.954000
0.000100	0.000100	0.956000
0.000099	0.000099	0.958000
0.000098	0.000098	0.960000
0.000097	0.000097	0.962000
0.000097	0.000097	0.964000
0.000096	0.000096	0.966000
0.000096	0.000095	0.968000
0.000095	0.000095	0.970000
0.000095	0.000094	0.972000
0.000094	0.000094	0.974000
0.000094	0.000093	0.976000
0.000093	0.000093	0.978000
0.000093	0.000093	0.980000
0.000093	0.000092	0.982000
0.000093	0.000092	0.984000
0.000092	0.000092	0.986000
0.000092	0.000091	0.988000
0.000092	0.000091	0.990000
0.000092	0.000091	0.992000
0.000092	0.000091	0.994000
0.000092	0.000091	0.996000
0.000092	0.000091	0.998000
